county,phone,name,district,address,url,email
"Columbus,Robeson",(919) 733-5651,Senator Michael P. Walters  (Dem),13,"NC Senate,300 N. Salisbury Street, Room 517
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=269&sChamber=senate,Michael.Walters@ncleg.net
"Moore,Randolph",(919) 733-5870,Senator Jerry W. Tillman  (Rep),29,"NC Senate,300 N. Salisbury Street, Room 627
,Raleigh, NC 27603-5925",http://www.ncleg.net/gascripts/members/viewMember.pl?nUserID=99&sChamber=senate,Jerry.Tillman@ncleg.net
Aye,S541,13S584
N/V,S541,13S897
Aye,S541,13S445
Aye,S541,13S841
Aye,S541,13S654
Aye,S541,13S50
Aye,S541,13S140
Aye,S541,13S428
Aye,S541,13S599
Excused Absence,S541,13S630
Aye,S541,13S416
Aye,S696,13S233
Aye,S696,13S234
Aye,S696,13S254
Aye,S696,13S255
Aye,S696,13S256
Aye,S696,13S331
Aye,S696,13S644
Aye,S696,13S382
Aye,S696,13S383
Aye,S696,13S325
Aye,S696,13S820
Aye,S696,13S333
Aye,S696,13S334
Aye,S696,13S553
Aye,S696,13S267
Aye,S696,13S173
Aye,S696,13S645
Aye,S696,13S335
Aye,S696,13S309
Aye,S696,13S713
Aye,S696,13S174
Aye,S696,13S642
Aye,S696,13S384
Aye,S696,13S160
Aye,S696,13S564
Aye,S696,13S565
Aye,S696,13S326
Aye,S696,13S327
No,S547,13S539
Excused Absence,S547,13S561
Excused Absence,S547,13S562
N/V,S547,13S834
Excused Absence,S547,13S902
Aye,S547,13S414
Excused Absence,S547,13S707
Aye,S547,13S559
No,S547,13S560
Excused Absence,S547,13S670
Excused Absence,S547,13S671
Excused Absence,S547,13S723
No,S547,13S767
No,S547,13S770
Aye,S547,13S622
Aye,S547,13S421
Aye,S547,13S837
Aye,S547,13S867
Aye,S547,13S733
Aye,S547,13S752
Excused Absence,S547,13S915
No,S547,13S918
Aye,S547,13S2
Aye,S547,13S92
Aye,S547,13S116
Excused Absence,S547,13S600
Aye,S545,13S858
Aye,S545,13S859
No,S545,13S860
Aye,S545,13S861
No,S545,13S862
Aye,S545,13S863
No,S545,13S864
No,S545,13S865
Aye,S545,13S866
Aye,S545,13S879
Aye,S545,13S880
Aye,S545,13S881
Aye,S545,13S882
Aye,S545,13S418
Aye,S545,13S419
Aye,S545,13S523
Excused Absence,S545,13S215
Aye,S545,13S453
Aye,S545,13S524
Aye,S545,13S525
Aye,S545,13S579
Aye,S545,13S769
Aye,S545,13S742
Aye,S545,13S499
Aye,S545,13S571
Aye,S545,13S572
Aye,S545,13S573
Aye,S545,13S500
Aye,S545,13S703
Aye,S545,13S783
Aye,S545,13S526
Aye,S545,13S784
Aye,S545,13S527
Aye,S545,13S528
Aye,S545,13S755
Aye,S545,13S501
Excused Absence,S545,13S816
Aye,S545,13S904
Aye,S545,13S905
Aye,S545,13S585
Aye,S545,13S502
Aye,S545,13S756
Aye,S545,13S503
Aye,S545,13S504
Aye,S545,13S842
Aye,S545,13S843
Aye,S545,13S415
Aye,S545,13S422
Aye,S545,13S844
Aye,S545,13S652
Aye,S545,13S529
Aye,S545,13S596
Aye,S545,13S438
Aye,S545,13S464
Aye,S545,13S465
Aye,S541,13S567
Aye,S541,13S231
Aye,S541,13S485
Aye,S541,13S655
Aye,S541,13S680
Aye,S541,13S681
Excused Absence,S541,13S725
Excused Absence,S541,13S726
Aye,S541,13S656
Aye,S541,13S88
Excused Absence,S541,13S771
Excused Absence,S541,13S793
Aye,S541,13S657
Aye,S541,13S154
Excused Absence,S541,13S777
Aye,S541,13S868
Aye,S541,13S461
Aye,S541,13S517
No,S541,13S578
Aye,S541,13S486
Aye,S541,13S736
Aye,S541,13S518
Aye,S541,13S593
Aye,S541,13S594
Aye,S541,13S487
No,S541,13S166
Aye,S541,13S167
Aye,S541,13S658
Excused Absence,S541,13S791
Aye,S541,13S488
Aye,S541,13S659
No,S541,13S336
Aye,S541,13S337
Aye,S541,13S589
Excused Absence,S541,13S225
Aye,S541,13S489
Aye,S541,13S612
Excused Vote,S541,13S682
Excused Vote,S541,13S683
Excused Vote,S541,13S684
Excused Vote,S541,13S685
Excused Absence,S541,13S768
Aye,S541,13S339
Aye,S541,13S340
Aye,S541,13S490
Aye,S541,13S754
Aye,S541,13S660
Aye,S541,13S661
Aye,S541,13S601
Excused Absence,S541,13S631
Excused Absence,S541,13S801
Aye,S541,13S555
Aye,S541,13S429
No,S696,13S714
Aye,S696,13S850
Aye,S696,13S366
Aye,S696,13S161
Aye,S696,13S165
Aye,S696,13S385
Aye,S696,13S715
Aye,S696,13S310
Aye,S696,13S505
Aye,S696,13S910
Aye,S696,13S911
No,S696,13S20
No,S696,13S21
No,S696,13S22
No,S696,13S23
Aye,S696,13S24
Aye,S696,13S25
Aye,S696,13S29
Aye,S696,13S30
Aye,S696,13S73
Aye,S547,13S629
Excused Absence,S547,13S717
Aye,S545,13S803
Aye,S545,13S804
Aye,S545,13S718
No,S545,13S728
Aye,S545,13S729
Aye,S545,13S730
Aye,S545,13S731
Aye,S545,13S732
Aye,S545,13S597
Aye,S545,13S785
Aye,S545,13S282
Aye,S545,13S454
Aye,S545,13S466
Aye,S545,13S467
Aye,S545,13S439
No,S545,13S810
No,S545,13S811
Aye,S545,13S812
No,S545,13S821
Aye,S545,13S822
Aye,S545,13S586
Aye,S545,13S856
Aye,S545,13S857
Aye,S545,13S510
Aye,S545,13S511
Aye,S545,13S512
Aye,S545,13S557
Aye,S545,13S704
Aye,S545,13S530
Aye,S545,13S531
Aye,S545,13S532
Aye,S545,13S705
Aye,S545,13S455
Aye,S545,13S706
Aye,S545,13S587
Aye,S545,13S588
Aye,S545,13S574
Aye,S545,13S575
Aye,S545,13S889
Aye,S541,13S430
Aye,S541,13S491
Aye,S541,13S431
Aye,S541,13S519
Aye,S541,13S832
Aye,S541,13S833
Aye,S541,13S686
Aye,S541,13S687
Excused Absence,S541,13S727
Aye,S541,13S432
Aye,S541,13S602
Excused Absence,S541,13S632
Aye,S541,13S446
Aye,S541,13S433
Aye,S541,13S737
Aye,S541,13S738
Aye,S541,13S851
Aye,S541,13S492
Aye,S696,13S76
Aye,S696,13S77
Aye,S696,13S420
Aye,S696,13S298
Aye,S696,13S396
Aye,S696,13S397
Aye,S696,13S776
Excused Absence,S696,13S798
Excused Absence,S696,13S799
Aye,S696,13S735
Aye,S696,13S760
Aye,S696,13S761
Aye,S696,13S49
Aye,S696,13S43
Aye,S696,13S74
Aye,S696,13S443
Aye,S696,13S444
Aye,S696,13S747
Aye,S696,13S748
Aye,S696,13S483
Aye,S696,13S424
Aye,S696,13S42
Aye,S696,13S75
Aye,S696,13S591
Aye,S696,13S592
Aye,S696,13S566
Aye,S696,13S484
Aye,S696,13S14
Aye,S696,13S31
Aye,S696,13S507
Aye,S696,13S814
No,S696,13S876
Aye,S696,13S909
Aye,S696,13S175
Aye,S696,13S54
No,S696,13S66
Aye,S696,13S67
Aye,S696,13S68
Aye,S696,13S425
Aye,S696,13S426
Aye,S696,13S666
Aye,S696,13S886
Aye,S696,13S887
Aye,S696,13S888
Aye,S696,13S893
Aye,S696,13S894
N/V,S696,13S672
Aye,S696,13S673
Aye,S696,13S674
Aye,S696,13S675
Aye,S696,13S676
Aye,S696,13S677
Aye,S545,13S917
Aye,S545,13S440
Aye,S545,13S456
Aye,S545,13S743
Aye,S545,13S744
No,S545,13S745
Aye,S545,13S746
Aye,S545,13S441
Aye,S545,13S669
Aye,S545,13S722
Aye,S545,13S558
Aye,S545,13S563
Aye,S545,13S624
Aye,S545,13S457
Aye,S545,13S653
Aye,S545,13S458
Aye,S545,13S595
Aye,S545,13S613
Aye,S545,13S855
Aye,S545,13S533
Aye,S545,13S824
Aye,S545,13S825
Aye,S545,13S576
Aye,S545,13S795
Aye,S545,13S796
Aye,S545,13S534
Aye,S545,13S577
Aye,S545,13S535
Aye,S545,13S664
Aye,S545,13S442
Aye,S545,13S665
Aye,S545,13S786
Aye,S545,13S787
Aye,S545,13S536
No,S545,13S537
Aye,S545,13S538
Aye,S545,13S539
No,S545,13S561
Aye,S545,13S562
Aye,S545,13S834
No,S545,13S902
Aye,S545,13S414
Aye,S545,13S707
No,S545,13S559
Aye,S545,13S560
Aye,S545,13S670
Aye,S541,13S688
Aye,S541,13S520
Aye,S541,13S493
Aye,S541,13S568
Aye,S541,13S623
Aye,S541,13S662
Excused Absence,S541,13S640
Aye,S541,13S689
Aye,S541,13S521
Aye,S541,13S690
Aye,S541,13S691
Aye,S541,13S692
Excused Absence,S541,13S778
Excused Absence,S541,13S779
Aye,S541,13S447
Aye,S541,13S693
Aye,S541,13S434
Aye,S541,13S694
Aye,S541,13S435
Aye,S541,13S448
Aye,S541,13S204
Aye,S541,13S494
Aye,S541,13S663
Aye,S541,13S749
Aye,S541,13S750
Aye,S541,13S877
Aye,S541,13S916
Aye,S696,13S678
Aye,S696,13S724
Aye,S696,13S679
Aye,S696,13S906
Aye,S696,13S427
Aye,S696,13S367
Aye,S696,13S516
Aye,S696,13S584
Aye,S696,13S897
Aye,S696,13S445
Aye,S545,13S671
Aye,S545,13S723
Aye,S545,13S767
Aye,S545,13S770
Aye,S545,13S622
Aye,S545,13S421
Aye,S545,13S837
Aye,S545,13S867
Aye,S545,13S733
Aye,S545,13S752
Aye,S545,13S915
Aye,S545,13S918
Aye,S545,13S2
Aye,S545,13S92
Aye,S545,13S116
Aye,S545,13S600
Aye,S545,13S629
Aye,S545,13S717
Aye,S541,13S522
Excused Absence,S541,13S780
Excused Absence,S541,13S781
Aye,S541,13S695
Aye,S541,13S449
N/V,S541,13S625
Excused Absence,S541,13S635
Aye,S541,13S436
Aye,S541,13S603
Excused Absence,S541,13S633
Aye,S541,13S852
Aye,S541,13S853
Aye,S541,13S854
Aye,S541,13S898
Excused Absence,S541,13S637
Aye,S541,13S734
Aye,S541,13S604
N/V,S541,13S627
Aye,S541,13S696
Aye,S541,13S697
Aye,S541,13S698
Aye,S541,13S341
Aye,S541,13S368
Aye,S541,13S369
Aye,S541,13S582
Aye,S541,13S495
Aye,S541,13S299
Aye,S541,13S417
Aye,S541,13S699
Aye,S541,13S569
Aye,S541,13S700
Aye,S541,13S739
Aye,S541,13S720
Aye,S541,13S721
Aye,S541,13S460
Aye,S696,13S841
Aye,S696,13S654
Aye,S696,13S50
Aye,S696,13S140
Aye,S696,13S428
Aye,S696,13S599
Aye,S696,13S630
Aye,S696,13S416
Aye,S696,13S567
Aye,S696,13S231
Aye,S696,13S485
Aye,S696,13S655
Aye,S696,13S680
Aye,S696,13S681
Aye,S696,13S725
Aye,S696,13S726
Aye,S696,13S656
Aye,S696,13S88
Aye,S696,13S771
Excused Absence,S696,13S793
Aye,S696,13S657
Aye,S696,13S154
Aye,S696,13S777
Aye,S696,13S868
Aye,S696,13S461
Aye,S696,13S517
No,S696,13S578
Aye,S696,13S486
Aye,S696,13S736
Aye,S696,13S518
Aye,S696,13S593
Aye,S696,13S594
Aye,S696,13S487
No,S696,13S166
Aye,S696,13S167
Aye,S696,13S658
Aye,S696,13S791
Aye,S696,13S488
Aye,S696,13S659
No,S696,13S336
Aye,S696,13S337
Aye,S696,13S589
Aye,S696,13S225
Aye,S696,13S489
Aye,S696,13S612
Aye,S696,13S682
Aye,S696,13S683
Aye,S696,13S684
Aye,S696,13S685
Aye,S696,13S768
Aye,S696,13S339
N/V,S541,13S462
Aye,S541,13S463
Aye,S541,13S740
Excused Absence,S541,13S782
Aye,S541,13S450
Aye,S541,13S345
Aye,S541,13S206
Aye,S541,13S207
No,S541,13S216
Aye,S541,13S217
Excused Absence,S541,13S218
Excused Absence,S541,13S638
Excused Absence,S541,13S639
Aye,S541,13S701
Aye,S541,13S702
Excused Absence,S541,13S772
Excused Absence,S541,13S794
Aye,S541,13S838
Aye,S541,13S508
Aye,S541,13S451
Aye,S541,13S741
Aye,S541,13S496
Excused Absence,S541,13S815
Excused Absence,S541,13S807
Excused Absence,S541,13S808
Excused Absence,S541,13S809
Aye,S541,13S605
Excused Absence,S541,13S634
No,S541,13S667
Aye,S541,13S719
Aye,S541,13S437
Aye,S541,13S570
Aye,S541,13S839
Aye,S541,13S840
Aye,S541,13S869
Aye,S541,13S607
Excused Absence,S541,13S636
Aye,S541,13S506
Aye,S541,13S556
Excused Absence,S541,13S802
Aye,S541,13S606
N/V,S541,13S626
Aye,S541,13S452
Aye,S541,13S497
Aye,S541,13S498
Aye,S541,13S858
Aye,S541,13S859
No,S541,13S860
Aye,S541,13S861
No,S541,13S862
Aye,S541,13S863
No,S541,13S864
No,S541,13S865
Aye,S541,13S866
Aye,S541,13S879
Aye,S541,13S880
Aye,S696,13S340
Aye,S696,13S490
Aye,S696,13S754
Aye,S696,13S660
Aye,S696,13S661
Aye,S696,13S601
Aye,S696,13S631
Excused Absence,S696,13S801
Aye,S696,13S555
Aye,S696,13S429
Aye,S696,13S430
Aye,S696,13S491
Aye,S696,13S431
Aye,S696,13S519
Aye,S696,13S832
Aye,S696,13S833
Aye,S696,13S686
Aye,S696,13S687
Aye,S696,13S727
Aye,S696,13S432
Aye,S696,13S602
Aye,S696,13S632
Aye,S696,13S446
Aye,S696,13S433
Aye,S696,13S737
Aye,S696,13S738
Aye,S696,13S851
Aye,S696,13S492
Aye,S696,13S688
Aye,S696,13S520
Aye,S696,13S493
Aye,S696,13S568
Aye,S696,13S623
Aye,S696,13S662
Aye,S696,13S640
Aye,S696,13S689
Aye,S696,13S521
Aye,S696,13S690
Aye,S696,13S691
Aye,S696,13S692
Aye,S696,13S778
Aye,S696,13S779
Aye,S696,13S447
Aye,S696,13S693
Aye,S696,13S434
Aye,S696,13S694
Aye,S696,13S435
Aye,S696,13S448
Aye,S696,13S204
Aye,S696,13S494
Aye,S696,13S663
Aye,S696,13S749
Aye,S696,13S750
Aye,S696,13S877
Aye,S696,13S916
Aye,S696,13S522
Aye,S541,13S881
Aye,S541,13S882
Aye,S541,13S418
Aye,S541,13S419
Aye,S541,13S523
Aye,S541,13S215
Aye,S541,13S453
Aye,S541,13S524
Aye,S541,13S525
Aye,S541,13S579
Excused Absence,S541,13S769
Aye,S541,13S742
Aye,S541,13S499
Aye,S541,13S571
Aye,S541,13S572
Aye,S541,13S573
Aye,S541,13S500
Aye,S541,13S703
Excused Absence,S541,13S783
Aye,S541,13S526
Excused Absence,S541,13S784
Aye,S541,13S527
Aye,S541,13S528
Aye,S541,13S755
Aye,S541,13S501
Excused Absence,S541,13S816
Excused Absence,S541,13S904
Excused Absence,S541,13S905
Aye,S541,13S585
Aye,S541,13S502
Aye,S541,13S756
Aye,S541,13S503
Aye,S541,13S504
Aye,S541,13S842
Aye,S541,13S843
Aye,S541,13S415
Aye,S541,13S422
Aye,S541,13S844
Aye,S541,13S652
Aye,S541,13S529
Aye,S541,13S596
Aye,S541,13S438
Aye,S541,13S464
Aye,S541,13S465
Excused Absence,S541,13S803
Excused Absence,S541,13S804
Excused Absence,S541,13S718
Excused Absence,S541,13S728
Excused Absence,S541,13S729
Excused Absence,S541,13S730
Excused Absence,S541,13S731
Excused Absence,S541,13S732
Aye,S696,13S780
Aye,S696,13S781
Aye,S696,13S695
Aye,S696,13S449
Aye,S696,13S625
Aye,S696,13S635
Aye,S696,13S436
Aye,S696,13S603
Aye,S696,13S633
Aye,S696,13S852
Aye,S696,13S853
Aye,S696,13S854
Aye,S696,13S898
Aye,S696,13S637
Aye,S696,13S734
Aye,S696,13S604
Aye,S696,13S627
Aye,S696,13S696
No,S696,13S697
Aye,S696,13S698
Aye,S696,13S341
Aye,S696,13S368
Aye,S696,13S369
Aye,S696,13S582
Aye,S696,13S495
Aye,S696,13S299
Aye,S696,13S417
Aye,S696,13S699
Aye,S696,13S569
Aye,S696,13S700
Aye,S696,13S739
Aye,S696,13S720
Aye,S696,13S721
Aye,S696,13S460
Aye,S696,13S462
Aye,S696,13S463
Aye,S696,13S740
Aye,S696,13S782
Aye,S696,13S450
Aye,S696,13S345
Aye,S696,13S206
Aye,S696,13S207
No,S696,13S216
Aye,S696,13S217
Aye,S696,13S218
Aye,S696,13S638
Aye,S696,13S639
Aye,S696,13S701
Aye,S696,13S702
Aye,S696,13S772
Excused Absence,S696,13S794
Aye,S696,13S838
Aye,S696,13S508
Aye,S696,13S451
Aye,S696,13S741
Aye,S696,13S496
Aye,S541,13S597
Excused Absence,S541,13S785
Aye,S541,13S282
Aye,S541,13S454
Aye,S541,13S466
Aye,S541,13S467
Aye,S541,13S439
Excused Absence,S541,13S810
Excused Absence,S541,13S811
Excused Absence,S541,13S812
No,S541,13S821
Aye,S541,13S822
Aye,S541,13S586
Aye,S541,13S856
Aye,S541,13S857
Aye,S541,13S510
Aye,S541,13S511
Aye,S541,13S512
Aye,S541,13S557
Aye,S541,13S704
Aye,S541,13S530
Aye,S541,13S531
Aye,S541,13S532
Aye,S541,13S705
Aye,S541,13S455
Aye,S541,13S706
Aye,S541,13S587
Aye,S541,13S588
Aye,S541,13S574
Aye,S541,13S575
Aye,S541,13S889
Aye,S541,13S917
Aye,S541,13S440
Aye,S541,13S456
Aye,S541,13S743
Aye,S541,13S744
No,S541,13S745
Aye,S541,13S746
Aye,S541,13S441
Aye,S541,13S669
Aye,S541,13S722
Aye,S541,13S558
Aye,S541,13S563
Aye,S541,13S624
Aye,S541,13S457
Aye,S541,13S653
No,S541,13S458
Aye,S696,13S815
Aye,S696,13S807
Aye,S696,13S808
Aye,S696,13S809
Aye,S696,13S605
Aye,S696,13S634
Aye,S696,13S667
Aye,S696,13S719
Aye,S696,13S437
Aye,S696,13S570
Aye,S696,13S839
Aye,S696,13S840
Aye,S696,13S869
Aye,S696,13S607
Aye,S696,13S636
Aye,S696,13S506
Aye,S696,13S556
Excused Absence,S696,13S802
Aye,S696,13S606
Aye,S696,13S626
Aye,S696,13S452
Aye,S696,13S497
Aye,S696,13S498
Aye,S696,13S858
Aye,S696,13S859
No,S696,13S860
Aye,S696,13S861
No,S696,13S862
Aye,S696,13S863
No,S696,13S864
No,S696,13S865
Aye,S696,13S866
Aye,S696,13S879
Aye,S696,13S880
Aye,S696,13S881
Aye,S696,13S882
Aye,S696,13S418
Aye,S696,13S419
Aye,S696,13S523
Aye,S696,13S215
Aye,S696,13S453
Aye,S696,13S524
Aye,S696,13S525
Aye,S696,13S579
Aye,S696,13S769
Aye,S696,13S742
Aye,S696,13S499
Aye,S696,13S571
Aye,S696,13S572
Aye,S696,13S573
Aye,S696,13S500
Aye,S696,13S703
Aye,S696,13S783
Aye,S696,13S526
Aye,S696,13S784
Vote,S693,13SRCS #
Aye,S541,13S595
Aye,S541,13S613
Aye,S541,13S855
Aye,S541,13S533
Aye,S541,13S824
Aye,S541,13S825
Aye,S541,13S576
Excused Absence,S541,13S795
Excused Absence,S541,13S796
Aye,S541,13S534
Aye,S541,13S577
Aye,S541,13S535
Aye,S541,13S664
Aye,S541,13S442
Aye,S541,13S665
Excused Absence,S541,13S786
Excused Absence,S541,13S787
Aye,S541,13S536
No,S541,13S537
Aye,S541,13S538
Aye,S541,13S539
No,S541,13S561
Aye,S541,13S562
Aye,S541,13S834
Excused Absence,S541,13S902
Aye,S541,13S414
Aye,S541,13S707
No,S541,13S559
Aye,S541,13S560
Aye,S541,13S670
Aye,S541,13S671
No,S541,13S723
Excused Absence,S541,13S767
Excused Absence,S541,13S770
Aye,S541,13S622
Aye,S541,13S421
Aye,S541,13S837
N/V,S541,13S867
Aye,S541,13S733
Aye,S541,13S752
Excused Absence,S541,13S915
Aye,S541,13S918
Aye,S541,13S2
N/V,S541,13S92
Aye,S541,13S116
Aye,S541,13S600
Aye,S696,13S527
Aye,S696,13S528
Aye,S696,13S755
Aye,S696,13S501
Aye,S696,13S816
Aye,S696,13S904
Aye,S696,13S905
Aye,S696,13S585
Aye,S696,13S502
Aye,S696,13S756
Aye,S696,13S503
Aye,S696,13S504
Aye,S696,13S842
Aye,S696,13S843
Aye,S696,13S415
Aye,S696,13S422
Aye,S696,13S844
Aye,S696,13S652
Aye,S696,13S529
Aye,S696,13S596
Aye,S696,13S438
Aye,S696,13S464
Aye,S696,13S465
Excused Absence,S696,13S803
Excused Absence,S696,13S804
Aye,S696,13S718
No,S696,13S728
Aye,S696,13S729
Aye,S696,13S730
Aye,S696,13S731
Aye,S696,13S732
Aye,S696,13S597
Aye,S696,13S785
Aye,S696,13S282
Aye,S696,13S454
Aye,S696,13S466
Aye,S696,13S467
Aye,S696,13S439
Excused Absence,S696,13S810
Excused Absence,S696,13S811
Excused Absence,S696,13S812
No,S696,13S821
Aye,S696,13S822
Aye,S696,13S586
Aye,S696,13S856
Aye,S696,13S857
Aye,S696,13S510
Aye,S696,13S511
Aye,S696,13S512
Aye,S696,13S557
Aye,S696,13S704
Aye,S693,13S1
Aye,S693,13S3
Aye,S693,13S4
Aye,S693,13S5
No,S693,13S28
Aye,S693,13S44
Aye,S693,13S583
Excused Absence,S693,13S99
Aye,S693,13S89
Aye,S693,13S540
Aye,S693,13S7
No,S693,13S8
No,S693,13S9
No,S693,13S10
Aye,S693,13S11
Aye,S693,13S16
Aye,S693,13S17
Aye,S693,13S18
No,S693,13S60
Aye,S693,13S205
Aye,S693,13S69
Aye,S693,13S15
Aye,S693,13S590
Aye,S693,13S35
Aye,S693,13S609
Aye,S693,13S871
Aye,S693,13S62
Aye,S693,13S63
Aye,S693,13S130
Aye,S693,13S70
Aye,S693,13S330
Aye,S693,13S286
Aye,S693,13S64
Aye,S693,13S125
Aye,S693,13S258
Aye,S693,13S33
Excused Absence,S693,13S105
Aye,S693,13S554
Aye,S693,13S86
Aye,S693,13S6
Aye,S693,13S58
Aye,S693,13S46
Aye,S693,13S47
Aye,S693,13S71
Aye,S693,13S111
Aye,S693,13S27
Aye,S693,13S12
Aye,S693,13S13
Aye,S693,13S26
Aye,S693,13S48
Aye,S693,13S52
Aye,S693,13S56
Vote,S695,13SRCS #
Vote,S694,13SRCS #
Vote,S768,13SRCS #
Vote,S539,13SRCS #
Excused Absence,S541,13S629
Excused Absence,S541,13S717
Aye,S696,13S530
Aye,S696,13S531
Aye,S696,13S532
Aye,S696,13S705
Aye,S696,13S455
Aye,S696,13S706
Aye,S696,13S587
Aye,S696,13S588
Aye,S696,13S574
Aye,S696,13S575
Aye,S696,13S889
Aye,S696,13S917
Aye,S696,13S440
Aye,S696,13S456
Aye,S696,13S743
Aye,S696,13S744
No,S696,13S745
Aye,S696,13S746
Aye,S696,13S441
Aye,S696,13S669
Aye,S696,13S722
Aye,S696,13S558
Aye,S696,13S563
Aye,S696,13S624
Aye,S696,13S457
Aye,S696,13S653
Aye,S696,13S458
Aye,S696,13S595
Aye,S696,13S613
Aye,S696,13S855
Aye,S696,13S533
Aye,S696,13S824
Aye,S696,13S825
Aye,S696,13S576
Excused Absence,S696,13S795
Excused Absence,S696,13S796
Aye,S696,13S534
Aye,S696,13S577
Aye,S696,13S535
Aye,S696,13S664
Aye,S693,13S240
Aye,S693,13S259
Aye,S693,13S19
Excused Absence,S693,13S100
Aye,S693,13S895
Aye,S693,13S34
Aye,S693,13S316
Aye,S693,13S789
Aye,S693,13S36
Aye,S693,13S37
Aye,S693,13S38
Aye,S693,13S39
No,S693,13S40
Aye,S693,13S41
Aye,S693,13S45
No,S693,13S541
Aye,S693,13S830
Aye,S693,13S300
Aye,S693,13S80
No,S693,13S81
No,S693,13S82
No,S693,13S83
Aye,S693,13S84
Aye,S693,13S85
Aye,S693,13S773
Aye,S695,13S1
Aye,S695,13S3
Aye,S695,13S4
Aye,S695,13S5
No,S695,13S28
Aye,S695,13S44
Aye,S695,13S583
Aye,S695,13S99
Aye,S695,13S89
Aye,S695,13S540
Aye,S695,13S7
No,S695,13S8
No,S695,13S9
No,S695,13S10
Aye,S695,13S11
Aye,S695,13S16
Aye,S695,13S17
Aye,S695,13S18
No,S695,13S60
Aye,S695,13S205
Aye,S695,13S69
Aye,S695,13S15
Aye,S695,13S590
Aye,S695,13S35
Aye,S695,13S609
Aye,S695,13S871
Aye,S695,13S62
Aye,S695,13S63
Aye,S695,13S130
Aye,S695,13S70
Aye,S695,13S330
Aye,S695,13S286
Aye,S695,13S64
Aye,S695,13S125
Aye,S695,13S258
Aye,S695,13S33
No,S695,13S105
Aye,S695,13S554
Aye,S695,13S86
Aye,S694,13S1
Aye,S694,13S3
Aye,S694,13S4
Aye,S694,13S5
No,S694,13S28
Aye,S694,13S44
Aye,S694,13S583
Aye,S694,13S99
Aye,S694,13S89
Aye,S694,13S540
Aye,S694,13S7
No,S694,13S8
No,S694,13S9
No,S694,13S10
Aye,S694,13S11
Aye,S694,13S16
Aye,S694,13S17
Aye,S694,13S18
No,S694,13S60
Aye,S694,13S205
Aye,S694,13S69
Aye,S694,13S15
Aye,S694,13S590
Aye,S694,13S35
Aye,S694,13S609
Aye,S694,13S871
Aye,S694,13S62
Aye,S694,13S63
Aye,S694,13S130
Aye,S694,13S70
Aye,S694,13S330
Aye,S694,13S286
Aye,S694,13S64
Aye,S694,13S125
Aye,S694,13S258
Aye,S694,13S33
No,S694,13S105
Aye,S694,13S554
Aye,S694,13S86
Aye,S694,13S6
Aye,S694,13S58
Aye,S694,13S46
Aye,S694,13S47
Aye,S694,13S71
Aye,S694,13S111
Aye,S694,13S27
Aye,S694,13S12
Aye,S694,13S13
Aye,S694,13S26
Aye,S694,13S48
Aye,S694,13S52
Aye,S694,13S56
Aye,S694,13S240
Aye,S694,13S259
Aye,S694,13S19
Aye,S694,13S100
Aye,S694,13S895
Aye,S694,13S34
Aye,S694,13S316
Aye,S768,13S1
Aye,S768,13S3
No,S768,13S4
No,S768,13S5
No,S768,13S28
No,S768,13S44
Aye,S768,13S583
Aye,S768,13S99
Excused Absence,S768,13S89
Aye,S768,13S540
Aye,S768,13S7
Aye,S768,13S8
Aye,S768,13S9
Aye,S768,13S10
No,S768,13S11
Aye,S768,13S16
Aye,S768,13S17
No,S768,13S18
No,S768,13S60
No,S768,13S205
Aye,S768,13S69
Aye,S768,13S15
Aye,S768,13S590
Aye,S768,13S35
Excused Absence,S768,13S609
Aye,S768,13S871
Aye,S768,13S62
Aye,S768,13S63
Aye,S768,13S130
Aye,S768,13S70
Aye,S768,13S330
Aye,S768,13S286
Aye,S768,13S64
Aye,S768,13S125
Aye,S768,13S258
Aye,S768,13S33
No,S768,13S105
Aye,S768,13S554
Aye,S768,13S86
Aye,S768,13S6
Aye,S768,13S58
Aye,S768,13S46
Aye,S768,13S47
Aye,S768,13S71
Aye,S768,13S111
Aye,S768,13S27
Aye,S768,13S12
Aye,S768,13S13
Aye,S768,13S26
Aye,S768,13S48
Aye,S539,13S1
Aye,S539,13S3
No,S539,13S4
No,S539,13S5
No,S539,13S28
No,S539,13S44
Aye,S539,13S583
Aye,S539,13S99
Aye,S539,13S89
Aye,S539,13S540
Excused Absence,S539,13S7
Excused Absence,S539,13S8
Excused Absence,S539,13S9
Excused Absence,S539,13S10
Excused Absence,S539,13S11
Aye,S539,13S16
Aye,S539,13S17
No,S539,13S18
No,S539,13S60
No,S539,13S205
Aye,S539,13S69
Aye,S539,13S15
Aye,S539,13S590
Aye,S539,13S35
Aye,S539,13S609
Aye,S539,13S871
Aye,S539,13S62
Aye,S539,13S63
Vote,S692,13SRCS #
Aye,S696,13S442
Aye,S696,13S665
Aye,S696,13S786
Aye,S696,13S787
Aye,S696,13S536
No,S696,13S537
Aye,S696,13S538
Aye,S696,13S539
No,S696,13S561
Aye,S696,13S562
Aye,S696,13S834
Aye,S696,13S902
Aye,S696,13S414
Aye,S696,13S707
No,S696,13S559
Aye,S696,13S560
Aye,S696,13S670
Aye,S696,13S671
Aye,S696,13S723
Aye,S696,13S767
Aye,S696,13S770
Aye,S696,13S622
Aye,S696,13S421
